docx_name,guideline_key,id,control_description,control_requirement
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,6.3,Vulnerability assessments and scans,"Regular automated vulnerability scans and assessments on all relevant IT Assets must be performed, with the frequency and scope corresponding to their information classification with regards to any of the protection goals and overall risk profile of the IT Asset, however at least weekly."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,7,Source code review and open-source analysis,"It must be ensured that as part of the security assessments and tests, source code reviews and open-source analysis are performed."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,7.1,Source code review and open-source analysis,Source code review must be conducted for all source codes of IT applications before deployment in the Red Segregation Area.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,7.2,Source code review and open-source analysis,Source code reviews must be conducted for all owned source codes of IT applications at least every 12 months.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,7.3,Source code review and open-source analysis,Source code reviews for not owned source code of IT applications must be performed by the external vendor. Reports or confirmations must be conducted.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,7.4,Source code review and open-source analysis,"The use of third-party libraries, including open-source libraries used by ICT services supporting critical or important functions, as well as ICT services developed by the legal entity or customized or specifically developed for the legal entity by ICT third-party service providers, must be monitored, also with respect to new updates, tracked and controlled."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,7.5,Source code review and open-source analysis,"For IT Assets used in the operation of ICT services that do not support critical or important functions, the use of third-party libraries, including open-source libraries, must be tracked to the extent possible."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,8,Compliance scans,"As part of the security assessments and tests, compliance scans must be conducted for IT Asset at least weekly and should be conducted on an on-going basis for End User Devices."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,9,Bug bounty program,"The legal entity should consider bug bounty programs with clearly defined rules and scope, where rewards are offered as an incentive to assist legal entities in identifying vulnerabilities in order to appropriately remediate them."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,10,General requirements for advanced testing based on TLPT,"It must be ensured that advanced tests, which mimic the tactics, techniques and procedures of real-life threat actors are carried out."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,10.1,General requirements for advanced testing based on TLPT,"TLPTs must be carried out at least every three years, with the interval adjusted as requested by the competent authority."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,10.2,General requirements for advanced testing based on TLPT,Each TLPT must cover several critical or important functions of the legal entity and must be performed in the Red Segregation Area.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,10.2.1,General requirements for advanced testing based on TLPT,"For this purpose, all relevant underlying ICT Systems, processes, and technologies that support these critical or important functions and ICT services, including those outsourced to third-party providers, must be identified."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,10.2.2,General requirements for advanced testing based on TLPT,"The legal entity must assess which critical or important functions need to be covered by the TLPT, thereby determining the precise scope of the TLPT, which must then be validated by the competent authority."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,11,Organizational provisions for TLPTs,"It must be ensured that organizational and procedural measures are taken, and a control team lead is assigned to safeguard the proper execution of TLPTs."
